level,sentence
2,용돈을 안 받은 지 1년 됐어요
2,한국어를 공부한 지 얼마나 되었어요?
2, 운동한 지 오래 됐어?
2,제가 한국에서 산 지 얼마 안 됐어요
2,제가 우리 학교에서 일한 지 얼마 안 됐어요
2,숲 
2,덮다 
2,[직업이] 선생님인 사람들은 인기가 많아요
2,내 친구는 부자인 아버지를 자랑했어
2,슬기는 불법인 일을 하고 있어요
2,Titanic 배우인 Leonardo Dicaprio는 잘생겼어요
2,그 사람이 선생님인지 모르겠어요
2,그 사람이 선생님인지 아닌지 모르겠어요
2,우리가 동갑인지 몰랐어요
2,이것이 저의 엄마의 목걸인지 어떻게 알아요?
2,비상출구가 어디인지 모르겠어요
2,지금 몇 시인지 모르겠어요
2,저의 목표가 무엇인지 알아요?
2,이 일의 관리자가 누구인지 알아요?
2,가격이 얼마인지 모르겠어요
2,저는 (친구가 사과를 가져오는 것)을 원해요
2,내 (행동은 실수인 것)을 깨달았어
2,차량 
2,관객 
2,이렇게 많은 내용을 학생들에게 가르치려고 고생을 많이 했어요
2,저는 일을 구하려고 그 회사에 이력서를 냈어요
2,일자리 
2,일자리에 지원하러 왔어요
2,명령하다 
2,지원하다 
2,일자리에 지원하러 왔어요
2,저는 그 일에 지원하려고 그 회사에 이력서를 냈어요
2,신다 
2,살리다 
2,저는 그 사람을 살리려고 경찰관을 불렀어요
2,판단하다 
2,해결하다 
2,그 문제를 해결하려고 우리는 잠깐 만났어요
2,저는 일을 구하려고 그 회사에 이력서를 냈어요
2,연락하다 
2,학생들을 평가하려고 내일 시험을 볼 거예요
2,막히다 
2,자세하다 
2,취하다 
2,밖에 일찍 나가려고 숙제를 빨리 했어요
2,저는 신발을 신으려고 잠깐 앉았어요
2,밖에 일찍 나가려고 숙제를 빨리 했어요
2,밖에 일찍 나가려고 숙제를 빨리 했어요
2,밖에 일찍 나가려고 숙제를 빨리 했어요
2,저는 그 사람을 살리려고 경찰관을 불렀어요
2,그 문제를 해결하려고 우리는 잠깐 만났어요
2,그 뜻을 이해하려고 책을 두 번 읽었어요
2,학생들을 평가하려고 내일 시험을 볼 거예요
2,이렇게 많은 내용을 학생들에게 가르치려고 고생을 많이 했어요
2,저는 일을 구하려고 그 회사에 이력서를 냈어요
2,저는 그 일에 지원하려고 그 회사에 이력서를 냈어요
2,마트에 갔어요?
2,아니요~ 지금 가려고요
2,일을 다 했어?
2,지금 하려고
2,그 친구를 매 주말 만나려고 노력해요
2,한국어를 배우려고 노력하고 있어요
2,친구를 만나러 왔어
2,공부하러 학교에 가고 있어
2,표를 예매하러 극장에 가고 있어요
2,그 연예인을 보러 행사에 갔어요
2,일자리에 지원하러 왔어요
2,옷을 갈아입으러 탈의실에 갔어요
2,저는 영화를 보러 나가고 싶어요
2,밖에 일찍 나가려고 숙제를 빨리 했어요
2,친구를 만나기 위해 여기로 왔어
2,친구를 만나러 여기로 왔어
2,친구를 만나려고 여기로 왔어
2,공부하기 위해 학교에 가고 있어
2,공부하러 학교에 가고 있어
2,공부하려고 학교에 가고 있어
2,친구를 만나러 학교에 갔어요
2,친구를 만나러 학교에 가고 있어요
2,친구를 만나러 학교에 갈 거예요
2,공연을 보러 행사에 갔어요
2,공연을 보러 행사에 가고 있어요
2,공연을 보러 행사에 갈 거예요
2,엄마가 요리한 음식을 먹어 봤어?
2,결혼하기 위해 남자들을 만나 봤어
2,그 신발을 신어 봤어요
2,옛날 친구를 연락해 봤어요
2,그 셔츠를 탈의실에서 입어 봤어요
2,비상출구를 찾아 볼 거예요
2,그 업무를 처음으로 해 봤어요
2,그 회사에 지원해 볼 거예요
2,이력서를 회사에서 일하는 비서에게 줘 봤어요
2,그것을 확인해 봐!
2,이것을 먹어 봐!
2,여기 와 보세요
2,지금 앉아 봐
2,문을 열어 봐
2,먼저 가 봐
2,이거를 봐 봐
2,이것을 드셔 보세요
2,이 차를 마셔 보세요
2,밥을 먹은 지 5분 됐다
2,김치를 먹은 적이 없어요
2,거기에 간 적이 없어요
2,그 여자를 만난 적이 없어요
2,연예인을 만난 적이 없어요
2,이런 업무를 한 적이 없어요
2,이런 공연을 평일에 본 적이 없어요
2,그 영화를 본 적이 있어요?
2,거기에 가 본 적이 없어요
2,그 여자를 만나 본 적이 없어요
2,저는 치과에 가 본 적이 없어요
2,이력서를 만들어 본 적이 없어요
2,그 영화를 봐 본 적이 있어요?
2,우리는 그 감정적인 장면을 촬영하는 중이에요
2,그 장면 촬영을 내일 중으로 끝낼 거예요
2,그 남자의 모습을 보는 동안 웃음을 참지 못했어요
2,수표 
2,현금과 수표 중에 어떤 것이 나아요?
2,저는 수학을 공부하는 동안 연필과 자와 지우개를 다 썼어요
2,수업 중에 지리 수업을 제일 좋아해요
2,지리와 수학 중에 어떤 수업이 더 힘들어요?
2,캐나다 국기와 태극기 중에 어떤 국기가 더 예뻐요?
2,캐나다 국기와 태극기 중에 어떤 국기가 더 예뻐요?
2,오빠가 미팅을 하는 중이에요
2,그 선생님은 강의 중이에요
2,핸드폰에 전원이 꺼져 있는 동안 전화를 받지 못했어요
2,프린터 
2,아저씨가 프린터를 복구하는 중이에요
2,모든 프린터 중에 이것이 제일 싸요
2,제가 아주 중요한 규칙을 설명하는 중이에요
2,아줌마가 말을 하는 동안 저는 그 아줌마의 주름을 쳐다봤어요
2,마늘 
2,그 상가가 지금 공사 중이에요
2,계약 
2,이 두 계약 중에 이 계약이 나아요
2,웃음 
2,그 남자의 모습을 보는 동안 웃음을 참지 못했어요
2,바나나와 사과를 샀어요. 그중에 어떤 것을 먹고 싶어요?
2,우리는 그 감정적인 장면을 촬영하는 중이에요
2,의사가 환자랑 상담 중이에요
2,높이다 
2,편집하다 
2,저는 그 동영상을 지금 편집하는 중이에요
2,우리가 편집을 원래 내일 중으로 다 하고 싶었어요
2,우리는 그 감정적인 장면을 촬영하는 중이에요
2,그 장면 촬영을 내일 중으로 끝낼 거예요
2,아저씨가 프린터를 복구하는 중이에요
2,보증 기간은 다음 달 중으로 끝날 거예요
2,종업원이 보증 기간에 대해 설명을 하는 동안 저는 그 종업원의 말을 듣고 있지 않았어요
2,민감하다 
2,남자와 여자 중에 여자들이 감정에 더 민감해요
2,제 삶에서 옳은 길을 찾는 중이에요
2,원래 
2,우리가 편집을 원래 내일 중으로 다 하고 싶었어요
2,천만 원짜리 차와 천오백만 원짜리 차 중에 어떤 것을 더 좋아했어요?
2,나는 먹는 중이야
2,나는 공부하는 중이야
2,우리는 그 감정적인 장면을 촬영하는 중이에요
2,아저씨가 프린터를 복구하는 중이에요
2,제 모습을 거울에서 보는 중이에요
2,오빠가 미팅을 하는 중이에요
2,저는 그 비디오를 지금 편집하는 중이에요
2,제 삶에서 옳은 길을 찾는 중이에요
2,제가 아주 중요한 규칙을 설명하는 중이에요
2,나는 공부 중이야
2,저는 생각 중이에요
2,그 상가가 지금 공사 중이에요
2,모든 선생님들은 회의 중이에요
2,그 선생님은 강의 중이에요
2,의사가 환자랑 상담 중이에요
2,저는 가구를 다 보관 중이에요
2,저는 10분 동안 걸었어요
2,저는 30분 동안 공부했어요
2,저는 집에 가는 동안 친구랑 얘기했어요
2,저는 수학을 공부하는 동안 연필과 자와 지우개를 다 썼어요
2,아줌마가 말을 하는 동안 저는 그 아줌마의 주름을 쳐다봤어요
2,종업원이 보증 기간에 대해 설명을 하는 동안 저는 그 종업원의 말을 듣고 있지 않았어요
2,핸드폰에 전원이 꺼져 있는 동안 전화를 받지 못했어요
2,그 남자의 모습을 보는 동안 웃음을 참지 못했어요
2,내가 밥을 먹는 동안 열쇠를 잊어버린 것을 깨달았어
2,영화를 보는 동안 다른 사람들이 너무 시끄러웠어요
2,밥과 빵 중에 밥이 더 맛있어요
2,나의 남동생 세 명 중에 그는 가장 똑똑해
2,나의 친구들 중에 나는 슬기를 가장 좋아해
2,수업 중에 지리 수업을 제일 좋아해요
2,남자와 여자 중에 여자들이 감정에 더 민감해요
2,이 두 계약 중에 이 계약이 나아요
2,모든 프린터 중에 이것이 제일 싸요
2,우리 중에 누가 제일 잘생겼어요?
2,부산과 서울 중에 어디 가고 싶어요?
2,제가 받은 요청 중에 그 요청이 제일 이상해요
2,내가 만난 친구들 중에 너는 내가 가장 좋아하는 친구야
2,내가 가지고 있는 펜 중에 이것은 가장 좋아
2,내가 가 본 곳 중에 미국은 가장 무서웠어
2,내가 한국에서 먹어 본 것 중에 제일 맛있는 것은 떡볶이였어
2,바나나와 사과를 샀어요. 그중에 어떤 것을 먹고 싶어요?
2,어떤 치마를 샀어요?
2,어느 치마를 샀어요?
2,어떤 것을 먹고 싶어요?
2,어느 것을 먹고 싶어요?
2,이 치마와 저 치마 중에 어떤 치마를 샀어요?
2,이 치마와 저 치마 중에 어느 치마를 샀어요?
2,빵과 밥 중에 어떤 것을 먹고 싶어요?
2,빵과 밥 중에 어느 것을 먹고 싶어요?
2,캐나다 국기와 태극기 중에 어떤 국기가 더 예뻐요?
2,캐나다 국기와 태극기 중에 어느 국기가 더 예뻐요?
2,지리와 수학 중에 어떤 수업이 더 힘들어요?
2,지리와 수학 중에 어느 수업이 더 힘들어요?
2,현금과 수표 중에 어떤 것이 나아요?
2,현금과 수표 중에 어느 것이 나아요?
2,천만 원짜리 차와 천오백만 원짜리 차 중에 어떤 것을 더 좋아했어요?
2,천만 원짜리 차와 천오백만 원짜리 차 중에 어느 것을 더 좋아했어요?
2,저는 그것을 내일 중으로 다 할 거예요
2,저는 그것을 내일 중으로 다 할 거예요
2,그 장면 촬영을 내일 중으로 끝낼 거예요
2,보증 기간은 다음 달 중으로 끝날 거예요
2,우리가 편집을 원래 내일 중으로 다 하고 싶었어요
2,우리는 흔들거리는 다리를 건넜어요
2,반짝거리다 
2,열쇠를 찾으려고 방을 두리번거렸어요
2,그가 주위를 두리번거렸어요
2,땀이 나고 나서 몸이 아주 끈적거려요
2,바다에서 물이 출렁거렸어요
2,우리 아들은 자기(의) 일을 항상 혼자 하고 싶어요
2,저의 아내는 자기가 요리한 것을 보통 안 먹어요
2,우리 아들은 자기 건강에 대해 의사와 상담을 했어요
2,여자가 변한 자기 모습을 보고 실망했어요
2,저는 자신을 안 믿어요
2,너는 자신을 안 믿어?
2,그는 자신을 안 믿어요
2,그녀는 자신을 안 믿어요
2,그들은 자신을 안 믿어요
2,청소년들은 그들 자신을 사랑하지 않아요
2,그 학생은 자기 자신에게 자꾸 변명을 해요
2,저도 제 자신을 몰라요
2,저는 제 자신에게 그런 말을 많이 했어요
2,그 남자가 수업 시간 동안 자기 자신에게 말을 해요
2,저는 한국에서 제 자신에 대해 많이 배웠어요
2,그는 자기 자신에 대해 아무 것도 알고 있지 않아요
2,아직 
2,저는 아직 기다리고 있어요
2,학생들은 그 선생님을 아직 좋아해요?
2,불이 아직 켜져 있어요
2,그 상가가 그 길에 아직 있어요
2,저는 주름이 아직 많아요
2,저는 한국에 아직 간 적이 없어요
2,보증 기간이 아직 안 지났어요
2,수표를 아직 안 받았어요
2,우리는 그 문제를 아직 해결하지 못했어요
2,새로운 휴대폰을 아직 안 샀어요
2,우리는 4번출구를 아직 찾지 못했어요
2,저는 운동을 여전히 하지 않았어요
2,나는 별로 배고프지 않아
2,나는 밖에 별로 나가고 싶지 않아
2,그는 별로 잘생기지 않았다
2,나는 전혀 배고프지 않아
2,나는 밖에 전혀 나가고 싶지 않아
2,그는 전혀 잘생기지 않았다
2,나는 나의 남동생보다 훨씬 똑똑해
2,한국어는 영어보다 훨씬 어렵다
2,나는 한국역사에 관한 영화를 봤어
2,이 문제에 관해 회의가 있을 것이다
2,이 문제에 관련되어 회의가 있을 것이다
2,이 문제에 관련하여 회의가 있을 것이다
2,환경에 관련된 영화가 많아요
2,환경에 관련한 영화가 많아요
2,태극기에 관련된 이야기를 했어요
2,태극기에 관련한 이야기를 했어요
2,나는 학교 주위를 걷는 것을 좋아해
2,달은 지구 주위를 돌아요
2,학생들이 넘어진 친구 주위에 서 있었어요
2,그가 주위를 두리번거렸어요
2,주위가 안전하지 않아요
2,그는 주위 사람들을 안 믿어요
2,주위 사람 중에 그를 좋아하는 사람은 하나도 없어요
2,일단 제가 밥을 먹은 후에 밖에 나갈 거예요
2,일단 일을 다 한 후에 아빠에게 전화할 거예요
2,일단 재료를 산 후에 샐러드를 만들 거예요
2,일단 한국어를 배운 후에 중국어를 배우고 싶어요
2,일단 숙제를 끝내고 친구를 만날 거예요
2,일단 피자부터 먹고 과자를 먹을 거예요
2,일단 한국어부터 배우고 중국어를 배우고 싶어요
2,일단 빵에 땅콩버터부터 바르고 딸기를 놓을 거예요
2,나는 (몸무게가) 70 kg 나가
2,나는 살이 많이 빠졌어
2,나는 작년에 살이 많이 쪘어
2,반짝거리다 
2,우리는 흔들거리는 다리를 건넜어요
2,남자가 여자와 얘기하는 것을 머뭇거렸어요
2,사고가 난 후에 차를 다시 운전하는 것을 머뭇거렸어요
2,반짝거리는 목걸이를 하고 있었어요
2,별이 밤에 하늘에서 반짝거려요
2,열쇠를 찾으려고 방을 두리번거렸어요
2,땀이 나고 나서 몸이 아주 끈적거려요
2,바다에서 물이 출렁거렸어요
2,그는 자기(의) 외모를 좋아해요
2,우리 아들은 
2,저의 아내는 
2,우리 아들은 
2,여자가 변한 
2,우리 아들은 
2,저의 아내는 
2,저는 자신을 안 믿어요
2,너는 자신을 안 믿어?
2,그는 자신을 안 믿어요
2,그녀는 자신을 안 믿어요
2,그들은 자신을 안 믿어요
2,저는 제 자신을 안 믿어요
2,너는 네 자신을 안 믿어?
2,그는 자기 자신을 안 믿어요
2,그녀는 자기 자신을 안 믿어요
2,그들은 그들 자신을 안 믿어요
2,청소년들은 그들 자신을 사랑하지 않아요
2,그 학생은 자기 자신에게 자꾸 변명을 해요
2,저도 제 자신을 몰라요
2,저는 제 자신에게 그런 말을 많이 했어요
2,그 남자가 수업 시간 동안 자기 자신에게 말을 해요
2,저는 한국에서 제 자신에 대해 많이 배웠어요
2,그는 자기 자신에 대해 아무 것도 알고 있지 않아요
2,저는 아직 기다리고 있어요
2,학생들은 그 선생님을 아직 좋아해요?
2,불이 아직 켜져 있어요
2,그 상가가 그 길에 아직 있어요
2,저는 주름이 아직 많아요
2,저는 한국에 아직 간 적이 없어요
2,보증 기간이 아직 안 지났어요
2,수표를 아직 안 받았어요
2,우리는 그 문제를 아직 해결하지 못했어요
2,새로운 휴대폰을 아직 안 샀어요
2,우리는 4번출구를 아직 찾지 못했어요
2,보증 기간이 아직 안 지났어요
2,수표를 아직 안 받았어요
2,우리는 그 문제를 아직 해결하지 못했어요
2,새로운 휴대폰을 아직 안 샀어요
2,우리는 4번출구를 아직 찾지 못했어요
2,일을 다 했어요?
2,아직 안 했어요
2,일을 다 했어요?
2,저는 운동을 아직도 하지 않았어요
2,머리가 아직도 아파요
2,저는 운동을 아직은 하지 않았어요
2,저는 아직은 공부를 하고 있어요
2,저는 운동을 여전히 하지 않았어요
2,저는 그 여자를 여전히 좋아해요
2,나는 별로 배고프지 않아
2,나는 밖에 별로 나가고 싶지 않아
2,그는 별로 잘생기지 않았다
2,밥은 맛있어?
2,이 바지는 마음에 들어?
2,홍콩에 가고 싶어요?
2,점심을 먹었어요? 어땠어요?
2,그 남자를 만났어? 잘생겼어?
2,아니. 별로였어
2,우리가 먹었던 피자가 별로였어
2,우리가 먹었던 피자가 별로 맛있지 않았어
2,나는 전혀 배고프지 않아
2,나는 밖에 전혀 나가고 싶지 않아
2,그는 전혀 잘생기지 않았다
2,저는 친구가 하나도 없어요
2,저는 사진을 하나도 안 찍었어요
2,그 할아버지는 주름이 하나도 없어요
2,저는 밥을 하나도 안 먹었어요
2,학교가 하나도 재미없어요
2,그 여자가 하나도 안 웃었어요
2,나는 나의 남동생보다 훨씬 똑똑해
2,한국어는 영어보다 훨씬 어렵다
2,나는 나의 남동생보다 훨씬 더 똑똑해
2,한국어는 영어보다 훨씬 더 어렵다
2,나는 너에 대해 생각했어
2,나는 한국역사에 대한 영화를 봤어
2,나는 한국역사에 대한 영화를 봤어
2,나는 한국역사에 관한 영화를 봤어
2,나는 한국역사에 대한 영화를 봤어
2,나는 한국역사에 관한 영화를 봤어
2,나는 너에 대해 생각했어
2,환경에 관련된 영화가 많아요
2,환경에 관련한 영화가 많아요
2,환경에 관한 영화가 많아요
2,이 문제에 관련되어 회의가 있을 것이다
2,이 문제에 관련하여 회의가 있을 것이다
2,이 문제에 관해 회의가 있을 것이다
2,태극기에 관련된 이야기를 했어요
2,태극기에 관련한 이야기를 했어요
2,태극기에 관한 이야기를 했어요
2,나는 학교 주위를 걷는 것을 좋아해
2,달은 지구 주위를 돌아요
2,학생들이 넘어진 친구 주위에 서 있었어요
2,그가 주위를 두리번거렸어요
2,주위가 안전하지 않아요
2,그는 주위 사람들을 안 믿어요
2,주위 사람 중에 그를 좋아하는 사람은 하나도 없어요
2,일단 제가 밥을 먹은 후에 밖에 나갈 거예요
2,일단 일을 다 한 후에 아빠에게 전화할 거예요
2,일단 재료를 산 후에 샐러드를 만들 거예요
2,일단 한국어를 배운 후에 중국어를 배우고 싶어요
2,밥을 먹은 후에 친구를 만났어요
2,밥을 먹은 후에 친구를 만날 거예요
2,일단 제가 시작한 이상 멈추지 않을 거예요
2,일단 일을 다 한 이상 아빠에게 전화할 거예요
2,일단 재료를 산 이상 샐러드를 만들 거예요
2,일단 한국어를 배운 이상 중국어를 배우고 싶어요
2,나는 일단 밥부터 먹고 나갈 거야
2,나는 일단 밥부터 먹고 나갈 거야
2,나는 일단 밥부터 먹고 나갈 거야
2,나는 일단 밥부터 먹고 나갈 거야
2,나는 일단 밥부터 먹고 나갈 거야
2,일단 숙제를 끝내고 친구를 만날 거예요
2,일단 피자부터 먹고 과자를 먹을 거예요
2,일단 빵에 땅콩버터부터 바르고 딸기를 놓을 거예요
2,일단 한국어부터 배우고 중국어를 배우고 싶어요
2,나는 (몸무게가) 70 kg야
2,나는 (몸무게가) 70 kg 나가
2,나는 70 kg야
2,나는 70 kg 나가
2,(몸무게가) 몇 kg야?
2,(몸무게가) 몇 kg(가) 나가?
2,그 물고기에 살이 없어요
2,나는 작년에 살이 많이 쪘어
2,나는 살이 많이 빠졌어
2,저는 살을 빼고 싶어요
2,수영장물이 다 넘쳤어요?
2,이 문제는 시민보건에 아주 중요한 것 같아요
2,옆 집에서 사는 사람은 그 소나무를 자른 것 같아요
2,그 사람은 변태인 것 같아요
2,내일 홍수가 날 것 같아요
2,새우가 너무 비쌀 것 같아요
2,그 학생이 학교에서 왕따인 것 같아
2,모두는 왕따와 밥을 먹는 것을 피할 것 같아요
2,낚시 
2,아빠는 낚시하러 갔어요?
2,저는 친구들이랑 내일 낚시를 할 것 같아요
2,후배들이 봉사하는 것을 싫어하는 것 같아요
2,우리는 휴가를 중국에서 보낼 것 같아요
2,휴식 
2,그는 휴식을 하는 것 같아요
2,수영장물이 다 넘쳤어요?
2,남자 친구가 답장하지 않을 것 같아요
2,그 사람이 아직 답장을 하지 않은 것 같아요
2,그 교실이 아주 답답할 것 같아요
2,시골에서 사는 것이 아주 평화로운 것 같아요
2,저 식당은 이 식당과 같아요
2,그 나무가 소나무와 같아요
2,나는 밥을 먹을 것 같다
2,저는 친구들이랑 내일 낚시를 할 것 같아요
2,우리 아빠는 저것을 싫어할 것 같아
2,선생님이 그 수업을 하지 않을 것 같아요
2,남자 친구가 답장하지 않을 것 같아요
2,우리는 휴가를 중국에서 보낼 것 같아요
2,모두는 왕따와 밥을 먹는 것을 피할 것 같아요
2,비가 올 것 같아
2,문이 열려 있을 것 같아요
2,내일 홍수가 날 것 같아요
2,우리는 늦을 것 같아
2,새우가 너무 비쌀 것 같아요
2,그 교실이 아주 답답할 것 같아요
2,엄마는 기다리고 있는 것 같아요
2,선생님이 열심히 공부한 것 같아요
2,선생님이 열심히 공부한 것 같아요
2,부장님이 그 일을 이미 다 한 것 같아요
2,그 사람이 아직 답장을 하지 않은 것 같아요
2,옆 집에서 사는 사람은 그 소나무를 자른 것 같아요
2,엄마는 기다리고 있는 것 같아요
2,그는 휴식을 하는 것 같아요
2,학생들이 요즘에 운동을 하지 않는 것 같아요
2,후배들이 봉사하는 것을 싫어하는 것 같아요
2,아빠가 돈을 이미 낸 것 같아요
2,아빠가 돈을 이미 냈을 것 같아요
2,선생님이 살이 찐 것 같아요
2,선생님이 살이 쪘을 것 같아요
2,후배들이 봉사하는 것을 싫어할 것 같아요
2,후배들이 봉사하는 것을 싫어하는 것 같아요
2,후배들이 봉사하는 것을 싫어할 것 같아요
2,후배들이 봉사하는 것을 싫어하는 것 같아요
2,저 사람들이 그냥 가?
2,응… 가는 것 같아
2,친구가 아픈 것 같아요
2,엄마는 저랑 얘기하기 싫은 것 같아요
2,그 음식은 건강에 나쁜 것 같아요
2,시골에서 사는 것이 아주 평화로운 것 같아요
2,이 문제는 시민보건에 아주 중요한 것 같아요
2,너의 아빠가 너무 행복했던 것 같아
2,그 학생이 학교에서 왕따인 것 같아
2,그 사람은 변태인 것 같아요
2,우리가 받은 것은 그 사람의 답장인 것 같아요
2,엄마가 어디에 있어요? 병원에 갔어요?
2,그럴 것 같아요
2,다음 주 목요일은 휴가인가?
2,그럴 것 같아
2,아빠는 낚시하러 갔어요?
2,그런 것 같아요
2,수영장물이 다 넘쳤어요?
2,그런 것 같아요
2,그 사람이 말을 잘 타요?
2,그런 것 같아요
2,배고플 것 같아!
2,나는 캐나다에 못 가겠다!
2,돈이 부족하겠다!
2,허벅지가 아프겠다!
2,소방서 
2,저는 소방서가 보여요
2,무릎이 아파 보여요
2,흡연 구역이 안 보여요
2,그 남자 종아리가 아주 강해 보여요
2,치료비 
2,그녀가 오늘 화장을 안 한 것 같이 보여요
2,소방 훈련이 힘들어 보여요
2,초등학교 
2,첫차가 출발하는 소리가 들렸어요
2,그 남자가 의욕이 많아 보여요
2,뭔가 터지는 소리가 들렸어요
2,얻다 
2,TV가 안 보여
2,저는 소방서가 보여요
2,입장료가 얼마인지 안 보여요
2,나는 여기서 산이 안 보여
2,초등학교가 보여요?
2,가격표가 안 보여요
2,흡연 구역이 안 보여요
2,너는 원숭이 같이 보여
2,저의 남자친구는 교수님 같이 보여요
2,너는 고등학생 같이 보여
2,왜 그렇게 행복해 보여요?
2,저는 소리가 안 들려요
2,나는 네 목소리가 안 들려
2,첫차가 출발하는 소리가 들렸어요
2,뭔가 터지는 소리가 들렸어요
2,목소리가 잘 들려
2,TV가 안 보여
2,소방서가 보여요
2,TV가 안 보여
2,소방서가 보여요
2,나는 TV가 안 보여
2,저는 소방서가 보여요
2,저는 소리가 안 들려요
2,나는 네 목소리가 안 들려
2,목소리가 잘 들려
2,입장료가 얼마인지 안 보여요
2,나는 여기서 산이 안 보여
2,초등학교가 보여요?
2,가격표가 안 보여요
2,흡연 구역이 안 보여요
2,첫차가 출발하는 소리가 들렸어요
2,뭔가 터지는 소리가 들렸어요
2,너는 원숭이 같이 보여
2,저의 남자친구는 교수님 같이 보여요
2,너는 고등학생 같이 보여
2,네가 새로운 집으로 이사하고 싶은 것 같이 보여
2,그가 공연에 가고 싶지 않는 것 같이 보여
2,경기를 이긴 것 같이 보여
2,그녀가 오늘 화장을 안 한 것 같이 보여요
2,이 학교는 우리 학교와 똑같아요
2,너는 여자 같아
2,그는 여우 같아요
2,그는 원숭이 같아요
2,캐나다는 미국 같아요
2,초등학생 같아요
2,진짜 의사 같아
2,김치 맛 같아
2,김치 찌개 냄새 같아
2,이 떡은 쓰레기 맛 같아
2,삼겹살은 베이컨 맛 같아요
2,왜 그렇게 행복해 보여요?
2,저의 여자친구는 어제 너무 슬퍼 보였어요
2,그 남자 종아리가 아주 강해 보여요
2,이 원룸은 깨끗해 보여요
2,화장이 예뻐 보여요
2,소방 훈련이 힘들어 보여요
2,무릎이 아파 보여요
2,그 남자가 의욕이 많아 보여요
2,일반 도로가 피해를 입어서 고속도로가 막힐 것 같아요
2,고속도로 
2,고속도로가 막혀서 일반 길로 갈 거예요
2,공원에 스님이 있어서 우리는 술을 다른 곳에서 마셨어요
2,그 남자가 불법 행동을 하는 것을 봐서 저는 당국에 바로 말할 거예요
2,도시락을 안 가져와서 점심을 못 먹을 거예요
2,여기에 여행자가 너무 많아서 다른 곳으로 갈 거예요
2,우리 집이 홍수로 피해를 입어서 집에 못 들어가요
2,저는 너무 못생겨서 성형수술을 받고 싶어요
2,이번 주말이 연휴라서 우리 엄마 집에 갈 거예요
2,그것이 최신 정보여서 맞는 것 같아요
2,최신 핸드폰이 아니라서 이 앱이 아주 느려요
2,저는 우리 딸을 진심으로 사랑해서 그녀를 위해 모든 것을 할 거예요
2,한편 
2,오늘이 무슨 날인지 깜빡해서 선물을 안 준비했어요
2,빨다 
2,애기가 손가락을 계속 빨아서 지금 손가락이 끈적거려요
2,뜨다 
2,우리가 어제 다퉈서 저는 그랑 얘기하고 싶지 않아요
2,겨루다 
2,개설하다 
2,우리 학교가 영어회화 수업이 없어요?
2,"네, 없어요. 그래서 제가 다음 학기부터 개설할 거예요"
2,오늘 너무 피곤해서 눈이 자꾸 감겨요
2,비가 왔어요?
2,"응, 그래서 나가기 싫어요"
2,우리 학교가 영어회화 수업이 없어요?
2,"네, 없어요. 그래서 제가 다음 학기부터 개설할 거예요"
2,저는 배고파서 밥을 먹고 싶어요
2,저는 배고파서 밥을 먹고 싶어요
2,저는 학교에 가서 공부할 거예요
2,우리는 집에 와서 바로 잤어요
2,그 여자가 너무 예뻐서 저는 그녀를 만나고 싶어요
2,저는 심심해서 공원에 가고 싶어요
2,우리 집이 홍수로 피해를 입어서 집에 못 들어가요
2,저는 너무 못생겨서 성형수술을 받고 싶어요
2,고속도로가 막혀서 일반 길로 갈 거예요
2,저는 우리 딸을 진심으로 사랑해서 그녀를 위해 모든 것을 할 거예요
2,우리가 어제 다퉈서 저는 그랑 얘기하고 싶지 않아요
2,슬기가 임신해서 회사에 오는 것이 힘들겠어요
2,배가 곧 터질 것 같아서 더 못 먹겠어요
2,여기에 여행자가 너무 많아서 다른 곳으로 갈 거예요
2,오늘 너무 피곤해서 눈이 자꾸 감겨요
2,저는 배고파서 밥을 먹었어요
2,점심을 안 먹어서 지금 먹고 있어요
2,거기에 안 가 봐서 내일 갈 거예요
2,학생들이 너무 시끄러워서 저는 교수님의 말을 못 들었어요
2,저는 공부하지 않아서 시험을 못 봤어요
2,제가 눈을 감고 있어서 그것을 못 봤어요
2,저는 화장을 하지 않아서 못생겨 보여요
2,도시락을 안 가져와서 점심을 못 먹을 거예요
2,공원에 스님이 있어서 우리는 술을 다른 곳에서 마셨어요
2,오늘이 무슨 날인지 깜빡해서 선물을 안 준비했어요
2,애기가 손가락을 계속 빨아서 지금 손가락이 끈적거려요
2,그 남자가 불법 행동을 하는 것을 봐서 저는 당국에 바로 말할 거예요
2,일반 도로가 피해를 입어서 고속도로가 막힐 것 같아요
2,이상한 소리를 들어서 눈을 뜨고 밖을 보러 일어났어요
2,일요일이어서 저는 공원에 가고 싶어요
2,일요일이어서 공원에 가고 싶어요
2,일요일이라서 공원에 가고 싶어요
2,예쁜 여자여서 똑똑하지 않을 것 같아
2,예쁜 여자라서 똑똑하지 않을 것 같아
2,이번 주말이 연휴라서 우리 엄마 집에 갈 거예요
2,이 방은 원룸이라서 너무 작아요
2,이 학교는 초등학교라서 이 동네에 어린이들이 많아요
2,그것이 최신 정보여서 맞는 것 같아요
2,최신 핸드폰이 아니어서 이 앱이 아주 느려요
2,최신 핸드폰이 아니라서 이 앱이 아주 느려요
2,나중에 밥이 없을 거라서 저는 지금 먹고 싶어요
2,친구가 거기에 많을 거라서 그 파티에 가고 싶어요
2,입장료가 너무 비쌀 거라서 저는 안 갈 거예요
2,비가 왔어요?
2,"응, 그래서 나가기 싫어요"
2,우리 학교가 영어회화 수업이 없어요?
